dataset_row,title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,word_count,char_count,topic,document,sentence
8520,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,190,310,310,1,19,110,0,"In addition to our mindset to be responsible with every decision we take, we're also serious about having fun.","In addition to our mindset to be responsible with every decision we take, we're also serious about having fun."
8521,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,191,311,311,1,42,230,3,"We have reinvented your experience from the day you order your car, your commute to work or your personal adventures to make your life hassle-free and above all to make you love every single mile of your journey in the Polestar 2.","We have reinvented your experience from the day you order your car, your commute to work or your personal adventures to make your life hassle-free and above all to make you love every single mile of your journey in the Polestar 2."
8522,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,192,312,313,2,52,308,3,"At launch Polestar 2 will start from 39,900 euros. and at launch we'll be offering our all-wheel drive 300 kilowatt car for 59,900 which will include the beautiful plus package that contains the panoramic glass roof, pixel LED headlights, the Weavetech vegan seats and an awesome Harman Kardon premium sound.","At launch Polestar 2 will start from 39,900 euros. and at launch we'll be offering our all-wheel drive 300 kilowatt car for 59,900 which will include the beautiful plus package that contains the panoramic glass roof, pixel LED headlights, the Weavetech vegan seats and an awesome Harman Kardon premium sound."
8523,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,193,314,314,1,24,145,3,"Polestar 2 will be available in China, in Canada, in California and in six countries in Europe, with production starting from February next year.","Polestar 2 will be available in China, in Canada, in California and in six countries in Europe, with production starting from February next year."
8524,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,194,315,315,1,23,144,3,"The configurator will be available right after this show, so you can choose your favorite Polestar 2 and place your reservations starting today.","The configurator will be available right after this show, so you can choose your favorite Polestar 2 and place your reservations starting today."
8525,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,195,316,316,1,18,108,3,"With the presentation of our Polestar 2 to you today, we have deliberately not followed a top-down strategy.","With the presentation of our Polestar 2 to you today, we have deliberately not followed a top-down strategy."
8526,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,196,317,318,2,40,225,3,"So we rather decided to do something different. After defining the top, the pinnacle of our brand with the beautiful Polestar 1 GT, we followed up today with a Polestar 2 electric car that defines the foundation of our brand.","So we rather decided to do something different. After defining the top, the pinnacle of our brand with the beautiful Polestar 1 GT, we followed up today with a Polestar 2 electric car that defines the foundation of our brand."
8527,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,197,319,320,2,16,98,0,Why? The buzz around the Tesla Model 3 showed where electromobility is relevant for society today.,Why? The buzz around the Tesla Model 3 showed where electromobility is relevant for society today.
8528,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,198,321,321,1,22,126,3,"And with Polestar 2, We bring an exciting premium electric car that will broaden the choice and offer in exactly this segment.","And with Polestar 2, We bring an exciting premium electric car that will broaden the choice and offer in exactly this segment."
8529,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,199,322,322,1,17,100,0,And we truly hope that we will contribute with this to the success of sustainable electric mobility.,And we truly hope that we will contribute with this to the success of sustainable electric mobility.
8530,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,200,323,323,1,23,127,0,"Now, making this powerful and beautiful design that we fell in love with three years ago come a life that was really demanding.","Now, making this powerful and beautiful design that we fell in love with three years ago come a life that was really demanding."
8531,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,201,324,325,2,40,246,3,"But on the other hand, it was a fulfilling journey. Whilst retaining this original iconic design, we developed meaningful hardware and software to make Polestar 2 a car so distinctive, so personal, and so innovative, it will electrify your drive.","But on the other hand, it was a fulfilling journey. Whilst retaining this original iconic design, we developed meaningful hardware and software to make Polestar 2 a car so distinctive, so personal, and so innovative, it will electrify your drive."
8532,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,202,326,327,2,24,144,0,"Yeah, well, you've met already Chetan. You actually listened to Max talking about the car, Annika from our brand and marketing team, and Sophie.","Yeah, well, you've met already Chetan. You actually listened to Max talking about the car, Annika from our brand and marketing team, and Sophie."
8533,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,203,328,330,3,30,156,0,"And TV. Yeah, all the great members of our team. Now, we are going to take the poster 2 on a global roadshow throughout the coming year, starting next week.","And TV. Yeah, all the great members of our team. Now, we are going to take the poster 2 on a global roadshow throughout the coming year, starting next week."
8534,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,204,331,332,2,17,88,0,It will travel through the three major regions. And we hope that you will meet us there.,It will travel through the three major regions. And we hope that you will meet us there.
8535,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,205,333,334,2,27,147,3,Come and stay connected to our brand. Follow us throughout the journey that we still have a long way into the future with our great Polestar brand.,Come and stay connected to our brand. Follow us throughout the journey that we still have a long way into the future with our great Polestar brand.
8536,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,206,335,336,2,19,94,0,"Please, if you have a chance, come to Geneva. This is the station where this car is now going.","Please, if you have a chance, come to Geneva. This is the station where this car is now going."
8537,Polestar Polestar 2 Our 100% electric car; The full launch event ¦ Polestar (1080p 25fps H264 128kbit AAC),186,207,337,339,3,20,102,0,"So, great having you here today online. Thank you for joining and I hope you had a good time. Bye-bye.","So, great having you here today online. Thank you for joining and I hope you had a good time. Bye-bye."
8538,Porsche All you need to know about the new Porsche Panamera (1080p 25fps H264 128kbit AAC),187,1,1,1,1,22,122,0,"The sports car of the luxury saloon segment, a title that the Porsche Panamera has enjoyed since it launched back in 2009.","The sports car of the luxury saloon segment, a title that the Porsche Panamera has enjoyed since it launched back in 2009."
8539,Porsche All you need to know about the new Porsche Panamera (1080p 25fps H264 128kbit AAC),187,2,2,2,1,46,272,0,"Seven years and over 150,000 units later, Porsche is reimagining the concept of the Gran Turismo once again, with new engines, a new chassis, a futuristic display and control concept, and a highly emotive design that draws greater parallels with the iconic 911 sports car.","Seven years and over 150,000 units later, Porsche is reimagining the concept of the Gran Turismo once again, with new engines, a new chassis, a futuristic display and control concept, and a highly emotive design that draws greater parallels with the iconic 911 sports car."
8540,Porsche All you need to know about the new Porsche Panamera (1080p 25fps H264 128kbit AAC),187,3,3,3,1,26,158,0,"More than ever before, the new Panamera is bringing together two opposing characteristics— the performance of a sports car and the comfort of a luxury saloon.","More than ever before, the new Panamera is bringing together two opposing characteristics— the performance of a sports car and the comfort of a luxury saloon."
